ID,event_type,weight,DelEta_jj,DijetMass,LeadingJetPt
0,-999,0.000159031,-999,-999,-999
1,3,0.000158999,-999,-999,108.341
2,-999,0.000160062,-999,-999,-999
3,-999,0.000160521,-999,-999,-999
4,1,0.00018166,4.65523,651.592,104.777
5,-999,0.000165406,-999,-999,-999
6,-999,0.000158522,-999,-999,-999
7,-999,0.000157839,-999,-999,-999
8,2,0.000147033,5.33219,1502.65,161.114
9,2,0.000159934,5.70148,739.906,59.9007
10,-999,0.000187322,-999,-999,-999
11,3,0.000161286,5.82221,2254.12,128.378
12,-999,0.0001763,-999,-999,-999
13,-999,0.00018186,-999,-999,-999
14,-999,0.000158473,-999,-999,-999
15,-999,0.000183393,-999,-999,-999
16,0,0.000189133,-999,-999,75.215
17,3,0.000155096,0.305657,39.9309,69.5653
18,-999,0.000151191,-999,-999,-999
19,1,0.000180536,-999,-999,40.287
20,-999,0.000174984,-999,-999,-999
21,-999,0.000158294,-999,-999,-999
22,-999,0.000179058,-999,-999,-999
23,3,0.000160767,-999,-999,-999
24,-999,0.000173859,-999,-999,-999
25,-999,0.000158599,-999,-999,-999
26,-999,0.000158472,-999,-999,-999
27,3,0.000155566,3.90474,284.244,52.5722
28,-999,0.000154792,-999,-999,-999
29,-999,0.000174771,-999,-999,-999
30,-999,0.00015964,-999,-999,-999
31,2,0.000159213,-999,-999,114.628
32,3,0.000161349,-999,-999,62.7226
33,-999,0.000172548,-999,-999,-999
34,2,0.000159602,-999,-999,91.1217
35,-999,0.000166282,-999,-999,-999
36,3,0.000158712,5.18024,985.068,80.2593
37,-999,0.000173175,-999,-999,-999
38,-999,0.000154738,-999,-999,-999
39,-999,0.000157054,-999,-999,-999
40,2,0.000153345,-999,-999,87.1073
41,-999,0.000176972,-999,-999,-999
42,2,0.000157924,-999,-999,172.356
43,-999,0.000172203,-999,-999,-999
44,3,0.000168457,-999,-999,-999
45,-999,0.000176944,-999,-999,-999
46,-999,0.000178773,-999,-999,-999
47,3,0.000145923,4.49484,381.388,49.2812
48,2,0.000161444,4.18391,392.393,59.6937
49,0,0.000173523,4.57731,736.605,117.252
50,2,0.000157363,-999,-999,165.353
51,-999,0.000187808,-999,-999,-999
52,-999,0.000177369,-999,-999,-999
53,-999,0.000173036,-999,-999,-999
54,-999,0.000163859,-999,-999,-999
55,-999,0.00018251,-999,-999,-999
56,0,0.000177723,3.37555,504.09,139.03
57,-999,0.000157829,-999,-999,-999
58,-999,0.000187893,-999,-999,-999
59,2,0.000175453,-999,-999,32.2841
60,-999,0.000172721,-999,-999,-999
61,-999,0.000164918,-999,-999,-999
62,1,0.000178096,4.4659,477.838,52.0522
63,2,0.000167919,-999,-999,45.8582
64,3,0.000165397,2.80046,157.073,51.5558
65,-999,0.000160939,-999,-999,-999
66,-999,0.000164549,-999,-999,-999
67,-999,0.0001741,-999,-999,-999
68,-999,0.000170812,-999,-999,-999
69,-999,0.000194208,-999,-999,-999
70,2,0.00016895,-999,-999,-999
71,-999,0.000175021,-999,-999,-999
72,3,0.000181081,-999,-999,-999
73,-999,0.000151253,-999,-999,-999
74,0,0.000173538,5.46801,1523.23,232.623
75,-999,0.000173582,-999,-999,-999
76,3,0.000159823,-999,-999,-999
77,-999,0.000173779,-999,-999,-999
78,-999,0.000215809,-999,-999,-999
79,0,0.000176014,-999,-999,30.2006
80,-999,0.000152512,-999,-999,-999
81,3,0.000160805,-999,-999,-999
82,-999,0.00017751,-999,-999,-999
83,-999,0.000175204,-999,-999,-999
84,3,0.000161271,7.1041,2634.83,89.4775
85,-999,0.000158774,-999,-999,-999
86,-999,0.000151811,-999,-999,-999
87,-999,0.00017244,-999,-999,-999
88,-999,0.000159371,-999,-999,-999
89,1,0.000172959,-999,-999,-999
90,0,0.000187042,2.16218,242.545,81.3565
91,-999,0.000176232,-999,-999,-999
92,3,0.000167756,-999,-999,71.3682
93,2,0.000150866,4.10348,627.175,96.7802
94,-999,0.000171496,-999,-999,-999
95,0,0.000173923,4.95576,441.026,37.3173
96,-999,0.000153083,-999,-999,-999
97,-999,0.00017254,-999,-999,-999
98,-999,0.000189917,-999,-999,-999
99,-999,0.000164728,-999,-999,-999
100,3,0.000156775,7.46225,2297.68,81.2756
101,-999,0.000147655,-999,-999,-999
102,-999,0.000171296,-999,-999,-999
103,2,0.000159255,-999,-999,66.5709
104,1,0.000178645,-999,-999,68.2051
105,-999,0.000155577,-999,-999,-999
106,0,0.000167807,4.21527,348.978,53.8313
107,-999,0.000178552,-999,-999,-999
108,-999,0.00016005,-999,-999,-999
109,3,0.000157528,-999,-999,-999
110,1,0.00018146,-999,-999,99.0313
111,0,0.000175207,4.46615,620.645,72.6064
112,-999,0.000180372,-999,-999,-999
113,2,0.000162698,5.07916,863.127,96.5089
114,0,0.000175014,4.00405,784.462,182.918
115,-999,0.000172807,-999,-999,-999
116,-999,6.50835e-05,-999,-999,-999
117,-999,0.000174367,-999,-999,-999
118,-999,0.00016982,-999,-999,-999
119,-999,0.000175287,-999,-999,-999
120,0,0.000177006,-999,-999,-999
121,0,0.000175798,-999,-999,30.2166
122,-999,0.0001593,-999,-999,-999
123,2,0.000165135,4.39758,542.526,66.5202
124,-999,0.000173326,-999,-999,-999
125,-999,0.000173452,-999,-999,-999
126,-999,0.000175674,-999,-999,-999
127,2,0.000165542,7.50659,3656.38,96.7806
128,1,0.000177166,1.18847,48.2952,37.6241
129,-999,0.000157564,-999,-999,-999
130,-999,0.000157499,-999,-999,-999
131,3,0.000158835,5.11853,1084.02,96.171
132,-999,0.00017935,-999,-999,-999
133,-999,0.000148484,-999,-999,-999
134,1,0.000180941,-999,-999,34.8262
135,-999,0.00016037,-999,-999,-999
136,-999,0.000150934,-999,-999,-999
137,2,0.000157463,4.91213,591.702,78.9051
138,0,0.000172106,-999,-999,-999
139,-999,0.000158813,-999,-999,-999
140,1,0.000175581,5.47993,2047.13,348.958
141,-999,0.000161872,-999,-999,-999
142,0,0.000197612,3.64609,359.705,60.9993
143,-999,0.000169693,-999,-999,-999
144,-999,0.000182777,-999,-999,-999
145,-999,0.00018738,-999,-999,-999
146,1,0.000180002,-999,-999,52.5797
147,-999,0.000170618,-999,-999,-999
148,1,0.000175444,-999,-999,68.0441
149,2,0.000155134,3.649,424.46,111.649
150,-999,0.000155398,-999,-999,-999
151,2,0.00014897,-999,-999,55.344
152,-999,0.000144451,-999,-999,-999
153,-999,0.000175087,-999,-999,-999
154,-999,0.000178824,-999,-999,-999
155,1,0.000180838,-999,-999,113.493
156,-999,0.000174119,-999,-999,-999
157,-999,0.000154913,-999,-999,-999
158,-999,0.000174652,-999,-999,-999
159,2,0.000156471,7.0319,2745.15,124.514
160,-999,0.00016469,-999,-999,-999
161,-999,0.000159047,-999,-999,-999
162,-999,0.000155934,-999,-999,-999
163,-999,0.000158887,-999,-999,-999
164,-999,0.000175391,-999,-999,-999
165,0,0.000176248,4.57636,992.411,102.413
166,2,0.000158442,-999,-999,62.1094
167,3,0.000165091,-999,-999,129.603
168,-999,0.000158104,-999,-999,-999
169,-999,0.000183872,-999,-999,-999
170,-999,0.000169713,-999,-999,-999
171,-999,0.000161232,-999,-999,-999
172,-999,0.000159606,-999,-999,-999
173,3,0.000160906,5.03571,518.209,54.2725
174,1,0.000187352,-999,-999,45.6849
175,-999,0.000158911,-999,-999,-999
176,0,0.000174688,-999,-999,-999
177,-999,0.000160994,-999,-999,-999
178,1,0.000168733,3.05622,326.266,95.3158
179,-999,0.000174261,-999,-999,-999
180,1,0.000160749,-999,-999,64.5494
181,3,0.000157589,-999,-999,-999
182,-999,0.000168538,-999,-999,-999
183,-999,0.000177428,-999,-999,-999
184,2,0.000164894,-999,-999,50.7901
185,1,0.000176334,4.8725,387.565,35.1143
186,2,0.000157682,4.99281,1608.86,179.318
187,-999,0.000158822,-999,-999,-999
188,-999,0.000160884,-999,-999,-999
189,-999,5.6986e-05,-999,-999,-999
190,2,0.000159516,-999,-999,-999
191,-999,0.000170971,-999,-999,-999
192,3,0.000171102,-999,-999,92.546
193,-999,0.000157503,-999,-999,-999
194,-999,0.000160004,-999,-999,-999
195,-999,0.000165077,-999,-999,-999
196,-999,0.000173384,-999,-999,-999
197,3,0.000158583,-999,-999,-999
198,3,0.000159274,3.82415,918.973,247.731
199,0,0.000169699,4.06852,478.149,104.974
200,3,0.000151094,-999,-999,68.4645
201,-999,0.000179366,-999,-999,-999
202,1,0.000169373,-999,-999,-999
203,-999,0.000158438,-999,-999,-999
204,2,0.00015498,-999,-999,-999
205,3,0.000172456,-999,-999,59.5051
206,-999,0.000163595,-999,-999,-999
207,3,0.00016425,-999,-999,156.099
208,-999,0.000179234,-999,-999,-999
209,-999,0.000161504,-999,-999,-999
210,-999,0.000175183,-999,-999,-999
211,-999,0.000170173,-999,-999,-999
212,1,0.000175838,1.00053,124.19,113.844
213,-999,0.000178196,-999,-999,-999
214,3,0.000162906,-999,-999,80.7069
215,-999,0.000157074,-999,-999,-999
216,-999,0.000173992,-999,-999,-999
217,1,0.000173006,-999,-999,62.6222
218,-999,0.000177578,-999,-999,-999
219,-999,0.000173198,-999,-999,-999
220,1,0.000176935,-999,-999,47.333
221,-999,0.000160263,-999,-999,-999
222,-999,0.000172209,-999,-999,-999
223,-999,0.00015819,-999,-999,-999
224,-999,0.000158432,-999,-999,-999
225,2,0.000156509,5.22931,1338.69,269.224
226,-999,0.000158137,-999,-999,-999
227,1,0.000177214,-999,-999,33.3096
228,1,0.000116873,5.6024,1412.68,125.69
229,-999,0.000160778,-999,-999,-999
230,0,0.000164569,-999,-999,85.9757
231,0,0.000176005,-999,-999,-999
232,1,0.000188168,-999,-999,-999
233,-999,0.000167532,-999,-999,-999
234,3,0.000162576,-999,-999,31.6055
235,2,0.000157902,-999,-999,37.6561
236,-999,0.000159484,-999,-999,-999
237,0,0.000190223,-999,-999,34.8856
238,-999,0.00015614,-999,-999,-999
239,-999,0.000167848,-999,-999,-999
240,-999,0.000158378,-999,-999,-999
241,3,0.000160508,-999,-999,33.3519
242,-999,0.000177866,-999,-999,-999
243,-999,0.000173412,-999,-999,-999
244,-999,0.000172174,-999,-999,-999
245,3,0.000160849,4.46935,590.03,64.0189
246,-999,0.000156618,-999,-999,-999
247,-999,0.000172344,-999,-999,-999
248,-999,0.000174602,-999,-999,-999
249,2,0.00016641,6.88466,2007.17,89.1899
250,0,0.000173989,1.92394,155.915,84.5942
251,2,0.000160458,-999,-999,117.129
252,-999,0.000180612,-999,-999,-999
253,1,0.000178856,3.92785,404.449,94.2044
254,-999,0.000172422,-999,-999,-999
255,2,0.000158951,-999,-999,35.7351
256,2,0.000153975,3.56925,357.455,84.2829
257,1,0.000184125,-999,-999,92.9464
258,3,0.000164597,-999,-999,38.795
259,0,0.000174382,2.47645,801.369,252.203
260,0,0.000169044,0.244089,65.1124,88.7283
261,2,0.000159078,4.14552,1164.58,255.684
262,-999,0.000167445,-999,-999,-999
263,-999,0.000171113,-999,-999,-999
264,1,0.000169708,4.49706,504.797,87.2459
265,2,0.000162032,2.51081,289.401,92.9758
266,1,0.000176606,-999,-999,61.5373
267,0,0.000170651,3.41671,331.24,95.7212
268,2,0.000157954,5.75584,816.067,46.4775
269,-999,0.000167828,-999,-999,-999
270,-999,0.000174831,-999,-999,-999
271,-999,0.000154164,-999,-999,-999
272,2,0.000172569,6.59613,1017.41,43.2862
273,0,0.000179255,3.24486,556.65,142.187
274,-999,0.00016062,-999,-999,-999
275,1,0.000182664,8.18694,4951.79,96.4751
276,-999,0.000173116,-999,-999,-999
277,-999,0.000177518,-999,-999,-999
278,-999,0.000177221,-999,-999,-999
279,3,0.000161649,-999,-999,33.2457
280,-999,0.000167944,-999,-999,-999
281,-999,0.000173172,-999,-999,-999
282,3,0.000165899,-999,-999,102.23
283,-999,0.000181929,-999,-999,-999
284,0,0.000167634,4.96071,1039.19,93.7516
285,-999,0.000172431,-999,-999,-999
286,0,0.000175167,-999,-999,-999
287,-999,0.000160585,-999,-999,-999
288,-999,0.000179772,-999,-999,-999
289,1,0.000186857,3.67385,494.027,99.4056
290,-999,0.000174675,-999,-999,-999
291,0,0.000184432,0.683258,150.742,109.695
292,0,0.000174184,6.45751,1854.42,126.871
293,-999,0.000175867,-999,-999,-999
294,-999,0.000180212,-999,-999,-999
295,-999,0.000157471,-999,-999,-999
296,-999,0.000156788,-999,-999,-999
297,-999,0.000176478,-999,-999,-999
298,-999,0.000157297,-999,-999,-999
299,2,0.000160028,4.3459,488.058,66.9812
300,-999,0.000195485,-999,-999,-999
301,3,0.00016089,-999,-999,38.4879
302,1,0.000175554,4.49463,607.166,64.8732
303,-999,4.52838e-05,-999,-999,-999
304,-999,0.000171612,-999,-999,-999
305,1,0.000192584,-999,-999,41.7521
306,-999,0.000169601,-999,-999,-999
307,0,0.000181517,3.81523,331.613,57.3142
308,-999,0.000176515,-999,-999,-999
309,-999,0.000171475,-999,-999,-999
310,1,0.000176518,-999,-999,32.4062
311,-999,0.000172953,-999,-999,-999
312,-999,0.000160997,-999,-999,-999
313,-999,0.000170659,-999,-999,-999
314,0,0.000174402,5.4539,1151.06,83.0828
315,-999,0.000190062,-999,-999,-999
316,3,0.000164065,-999,-999,34.625
317,-999,0.00015809,-999,-999,-999
318,0,0.000176722,3.93178,606.694,121.591
319,-999,0.000175557,-999,-999,-999
320,0,0.000169898,1.45477,179.479,112.647
321,2,0.000158143,6.25693,1541.37,70.9256
322,-999,0.000174417,-999,-999,-999
323,-999,0.000161429,-999,-999,-999
324,-999,0.000164729,-999,-999,-999
325,-999,0.000176919,-999,-999,-999
326,0,0.000190234,-999,-999,66.2469
327,-999,0.000158246,-999,-999,-999
328,3,0.000155742,3.64113,382.312,94.6101
329,-999,0.000156918,-999,-999,-999
330,2,0.000162224,2.7064,331.736,87.4515
331,2,0.000160121,0.222513,35.2382,53.2899
332,-999,0.000180574,-999,-999,-999
333,3,0.000160688,-999,-999,55.49
334,0,0.000183926,4.78594,854.094,103.779
335,3,0.000153182,3.78198,380.113,96.5449
336,2,0.000169155,-999,-999,72.5752
337,-999,0.000158225,-999,-999,-999
338,-999,0.000158147,-999,-999,-999
339,1,0.000188333,4.96541,742.239,74.3724
340,-999,0.000182126,-999,-999,-999
341,1,0.000177003,3.80613,411.225,66.1225
342,-999,0.000177359,-999,-999,-999
343,-999,0.000180502,-999,-999,-999
344,-999,0.000179171,-999,-999,-999
345,-999,0.000168554,-999,-999,-999
346,-999,0.00017765,-999,-999,-999
347,-999,0.000157426,-999,-999,-999
348,-999,0.000183515,-999,-999,-999
349,-999,0.000176534,-999,-999,-999
350,-999,0.000173064,-999,-999,-999
351,1,0.00017425,4.66075,1279.85,171.388
352,-999,0.000163831,-999,-999,-999
353,0,0.00017956,6.26097,811.281,36.5304
354,-999,0.000172328,-999,-999,-999
355,1,0.00017324,3.45656,612.805,191.669
356,-999,0.000161301,-999,-999,-999
357,1,0.00018192,4.37936,509.847,69.5198
358,1,0.000176954,5.09808,807.177,78.4947
359,-999,0.000174839,-999,-999,-999
360,3,0.000162846,-999,-999,115.93
361,-999,0.000162488,-999,-999,-999
362,0,0.000174506,6.07217,1260.18,65.6105
363,-999,0.000182594,-999,-999,-999
364,-999,0.000160106,-999,-999,-999
365,3,0.000151874,0.995598,167.347,142.084
366,-999,0.000155299,-999,-999,-999
367,0,0.000176068,-999,-999,163.476
368,1,0.000175236,3.07231,368.981,93.2512
369,0,0.000167639,-999,-999,82.0938
370,-999,0.000175776,-999,-999,-999
371,0,0.000177176,-999,-999,163.041
372,2,0.000157126,5.77212,1424.91,106.176
373,0,0.00018886,0.562526,35.8505,31.248
374,-999,0.000161348,-999,-999,-999
375,1,0.000176635,-999,-999,51.679
376,0,0.000175427,-999,-999,33.0536
377,-999,0.00017297,-999,-999,-999
378,-999,0.000172418,-999,-999,-999
379,2,0.000176678,2.77824,387.069,100.85
380,0,0.000174182,-999,-999,47.7019
381,-999,0.000164918,-999,-999,-999
382,1,0.00017692,3.87418,540.324,83.6458
383,2,0.00015606,-999,-999,50.238
384,-999,0.000177068,-999,-999,-999
385,1,0.00017162,-999,-999,53.5013
386,2,0.00016046,-999,-999,133.83
387,0,0.000198319,6.89653,1957.05,124.236
388,0,0.000171279,-999,-999,93.4806
389,-999,0.000155133,-999,-999,-999
390,2,0.00015272,5.85774,1343.73,142.551
391,-999,0.000173571,-999,-999,-999
392,3,0.000156339,-999,-999,-999
393,2,0.000161418,-999,-999,46.4325
394,-999,0.000173791,-999,-999,-999
395,1,0.000180474,5.34514,1381.36,203.008
396,2,0.000154157,3.60142,282.361,63.6653
397,-999,0.000159343,-999,-999,-999
398,2,0.000159022,-999,-999,129.173
399,3,0.000159665,4.73295,518.063,58.0072
400,-999,0.000179237,-999,-999,-999
401,-999,0.000161454,-999,-999,-999
402,0,0.000171927,6.75598,1954.79,131.042
403,2,0.000158702,1.05798,129.411,85.6652
404,-999,0.000174423,-999,-999,-999
405,-999,0.000177696,-999,-999,-999
406,-999,0.0001721,-999,-999,-999
407,1,0.00017432,-999,-999,83.8156
408,-999,0.000151535,-999,-999,-999
409,-999,0.000169899,-999,-999,-999
410,-999,0.000168852,-999,-999,-999
411,1,0.000172974,3.60335,617.664,319.623
412,2,0.000156001,7.214,1817.63,53.8729
413,-999,0.000174773,-999,-999,-999
414,0,0.000177779,-999,-999,59.9349
415,-999,0.000156257,-999,-999,-999
416,2,0.000157266,-999,-999,149.349
417,1,0.000176717,-999,-999,71.9699
418,1,0.000177272,3.89612,460.694,105.069
419,-999,0.000179243,-999,-999,-999
420,-999,0.000158773,-999,-999,-999
421,-999,0.0001692,-999,-999,-999
422,-999,0.000173052,-999,-999,-999
423,0,0.000166819,4.96176,880.12,82.4798
424,2,0.000159067,-999,-999,-999
425,-999,0.000167753,-999,-999,-999
426,3,0.000159554,7.0093,1076.6,34.555
427,3,0.000159957,1.87465,229.056,92.9115
428,-999,0.000168739,-999,-999,-999
429,-999,0.000173645,-999,-999,-999
430,0,0.000171699,-999,-999,34.3113
431,-999,0.000172555,-999,-999,-999
432,-999,0.000182318,-999,-999,-999
433,3,0.000160788,-999,-999,213.886
434,1,0.000174735,5.85648,1262.5,126.795
435,1,0.000173831,-999,-999,32.302
436,2,0.000157413,7.46852,2061.03,63.7546
437,-999,0.00015798,-999,-999,-999
438,0,0.000176453,4.52599,940.751,109.719
439,-999,0.000162878,-999,-999,-999
440,-999,0.000186953,-999,-999,-999
441,3,0.000165827,-999,-999,113.547
442,2,0.000154671,-999,-999,35.5693
443,-999,0.000157464,-999,-999,-999
444,-999,0.000162948,-999,-999,-999
445,1,0.000182826,2.21168,153.608,58.3209
446,0,0.00018662,0.394306,63.1864,39.2098
447,-999,0.000158267,-999,-999,-999
448,0,0.000172239,-999,-999,-999
449,3,0.000155896,-999,-999,71.6711
450,-999,0.000175937,-999,-999,-999
451,-999,0.000154328,-999,-999,-999
452,2,0.000165893,0.853819,74.9768,79.9221
453,2,0.000157927,5.09868,1318.51,181.748
454,-999,0.000162971,-999,-999,-999
455,-999,0.000177518,-999,-999,-999
456,-999,0.000159281,-999,-999,-999
457,-999,0.000169143,-999,-999,-999
458,3,0.000157728,-999,-999,-999
459,3,0.000151684,-999,-999,89.3885
460,1,0.00017822,1.39361,168.853,110.484
461,3,0.000162729,3.39807,444.015,105.117
462,-999,0.000181801,-999,-999,-999
463,2,0.000158665,-999,-999,37.4307
464,0,0.000170275,4.36923,477.622,74.5275
465,3,0.000159323,-999,-999,50.1427
466,0,0.000175886,3.89986,615.614,88.6421
467,0,0.000191307,3.78425,284.347,55.4842
468,2,0.000171211,4.90098,847.942,94.5665
469,-999,0.000172358,-999,-999,-999
470,3,0.000158257,0.0191784,72.921,127.001
471,3,0.000195584,5.53211,846.42,92.6842
472,2,0.000159478,4.53469,1289.98,236.21
473,-999,0.000182361,-999,-999,-999
474,0,0.000179009,-999,-999,115.646
475,1,0.000168241,3.88288,573.736,117.637
476,-999,0.00017548,-999,-999,-999
477,0,0.000178502,-999,-999,57.7099
478,2,0.000158115,1.94933,144.919,64.6562
479,-999,0.000151878,-999,-999,-999
480,-999,0.000177347,-999,-999,-999
481,0,0.000174915,6.76469,1180.58,40.8617
482,1,0.000172345,5.56203,1902.79,149.217
483,-999,0.000173536,-999,-999,-999
484,3,0.000153774,5.83702,2002.29,157.687
485,0,0.000175177,6.15431,1263.09,87.0456
486,-999,0.000165295,-999,-999,-999
487,-999,0.000174556,-999,-999,-999
488,3,0.000159554,1.61214,174.691,120.429
489,-999,0.00017375,-999,-999,-999
490,-999,0.000181014,-999,-999,-999
491,-999,0.000156647,-999,-999,-999
492,3,0.000160216,4.66577,707.843,71.0298
493,-999,0.000172318,-999,-999,-999
494,-999,0.000169019,-999,-999,-999
495,3,0.000154856,3.71973,531.674,145.25
496,0,0.000178286,2.4593,111.258,34.3792
497,3,0.000153467,2.94372,259.609,58.6168
498,-999,0.000157574,-999,-999,-999
499,-999,0.00015381,-999,-999,-999
500,0,0.000180163,-999,-999,94.3846
501,-999,0.000160936,-999,-999,-999
502,-999,0.000185776,-999,-999,-999
503,1,0.000176819,-999,-999,55.7271
504,-999,0.00018749,-999,-999,-999
505,-999,0.000175113,-999,-999,-999
506,-999,0.000177122,-999,-999,-999
507,-999,0.000166684,-999,-999,-999
508,-999,0.000175848,-999,-999,-999
509,-999,0.000181927,-999,-999,-999
510,-999,0.000170558,-999,-999,-999
511,-999,0.000159678,-999,-999,-999
512,-999,0.000176001,-999,-999,-999
513,2,0.000167607,4.54417,425.443,45.5338
514,-999,0.00017115,-999,-999,-999
515,-999,0.000183452,-999,-999,-999
516,-999,0.000177585,-999,-999,-999
517,-999,0.000176557,-999,-999,-999
518,3,0.000158986,0.690711,112.164,65.3437
519,3,0.000170148,3.42362,183.852,33.9266
520,-999,0.000172465,-999,-999,-999
521,2,0.000164927,-999,-999,77.8124
522,0,0.000174969,-999,-999,48.3547
523,-999,0.000181154,-999,-999,-999
524,3,0.000162323,2.82403,346.083,88.0743
525,1,0.00017386,-999,-999,-999
526,3,0.000160483,1.29235,69.7412,43.4623
527,-999,0.00015487,-999,-999,-999
528,1,0.00017488,1.92533,347.531,168.663
529,-999,0.000178438,-999,-999,-999
530,-999,0.000180007,-999,-999,-999
531,1,0.000177155,-999,-999,31.3995
532,3,0.000157355,0.114808,57.4753,54.6254
533,3,0.000175893,4.55485,1209.82,149.798
534,0,0.000170747,2.95506,213.981,59.3096
535,-999,0.000168618,-999,-999,-999
536,1,0.000192221,-999,-999,32.1723
537,1,0.000177348,3.41276,487.067,106.831
538,-999,0.000159198,-999,-999,-999
539,-999,0.000157353,-999,-999,-999
540,1,0.000271767,-999,-999,58.6245
541,2,0.000153805,4.01529,518.713,76.1744
542,3,0.000160302,4.62084,772.633,97.7332
543,-999,0.000157026,-999,-999,-999
544,1,0.000178164,2.19023,416.911,181.623
545,-999,0.000166803,-999,-999,-999
546,-999,0.000159601,-999,-999,-999
547,-999,0.000157851,-999,-999,-999
548,3,0.000162393,-999,-999,159.627
549,-999,0.000155682,-999,-999,-999
550,-999,0.000191876,-999,-999,-999
551,3,0.000159692,2.39618,232.996,69.5947
552,-999,0.000159762,-999,-999,-999
553,0,0.000168234,3.61852,414.839,109.053
554,-999,0.000175618,-999,-999,-999
555,1,0.000173369,-999,-999,-999
556,2,0.000179184,-999,-999,67.9228
557,-999,0.000172655,-999,-999,-999
558,1,0.00018477,4.868,680.091,75.9827
559,-999,0.000171554,-999,-999,-999
560,0,0.000173555,5.34943,1170.45,104.748
561,-999,0.000185527,-999,-999,-999
562,1,0.000172805,2.27795,265.711,87.5527
563,-999,0.000178891,-999,-999,-999
564,-999,0.000179923,-999,-999,-999
565,-999,0.000156463,-999,-999,-999
566,-999,0.000176333,-999,-999,-999
567,-999,0.000178038,-999,-999,-999
568,-999,0.000164259,-999,-999,-999
569,-999,0.000157131,-999,-999,-999
570,-999,0.000171984,-999,-999,-999
571,-999,0.000159561,-999,-999,-999
572,2,0.000160717,2.83781,220.934,51.9963
573,-999,0.000708099,-999,-999,-999
574,-999,0.000171887,-999,-999,-999
575,-999,0.00017208,-999,-999,-999
576,2,0.000167801,6.04526,1650.09,146.995
577,1,0.000175628,2.98883,235.326,54.351
578,2,0.00015773,-999,-999,31.7721
579,-999,0.000190522,-999,-999,-999
580,-999,0.000180411,-999,-999,-999
581,-999,0.000156473,-999,-999,-999
582,3,0.000158069,5.47367,1359.88,123.338
583,-999,0.000179677,-999,-999,-999
584,-999,0.000171894,-999,-999,-999
585,0,0.00016099,4.70975,752.184,72.7888
586,2,0.000168894,5.55392,1070.62,84.4274
587,0,0.000178968,-999,-999,120.155
588,-999,0.000160339,-999,-999,-999
589,2,0.000158505,5.46529,1656.08,130.679
590,-999,0.000177562,-999,-999,-999
591,1,0.000176731,0.795252,112.25,66.8994
592,-999,0.00015949,-999,-999,-999
593,-999,0.000153003,-999,-999,-999
594,0,0.000163124,-999,-999,198.729
595,1,0.000172935,1.25453,133.076,94.6486
596,-999,0.000175347,-999,-999,-999
597,-999,0.000155024,-999,-999,-999
598,0,0.000171009,-999,-999,48.8465
599,1,0.000177231,-999,-999,175.831
600,0,0.000180815,4.80139,997.015,146.158
601,3,0.000169705,4.50948,359.171,41.7005
602,2,0.000169969,3.80376,549.91,87.6692
603,-999,0.000156803,-999,-999,-999
604,2,0.000150949,-999,-999,-999
605,3,0.000161639,3.91904,690.624,104.874
606,2,0.000145146,-999,-999,-999
607,0,0.000170312,3.9669,582.911,175.232
608,0,0.000176293,4.67107,1389.88,170.12
609,-999,0.000168143,-999,-999,-999
610,-999,0.000173985,-999,-999,-999
611,1,0.000175296,3.1833,412.949,116.023
612,3,0.000161617,3.28481,400.499,78.13
613,-999,0.000174069,-999,-999,-999
614,-999,0.000160093,-999,-999,-999
615,-999,0.000160983,-999,-999,-999
616,-999,0.000171076,-999,-999,-999
617,2,0.000160139,2.7416,595.113,205.745
618,-999,0.000175229,-999,-999,-999
619,-999,0.000177197,-999,-999,-999
620,-999,0.000190954,-999,-999,-999
621,3,0.000161525,5.20242,1261.04,129.815
622,-999,0.00017378,-999,-999,-999
623,1,0.000176939,4.52636,640.401,103.005
624,-999,0.000172646,-999,-999,-999
625,-999,0.000167974,-999,-999,-999
626,-999,0.000174866,-999,-999,-999
627,-999,0.000176473,-999,-999,-999
628,3,0.00016122,-999,-999,112.016
629,-999,0.000177071,-999,-999,-999
630,2,0.000157528,5.49141,1306.68,118.832
631,-999,0.000152825,-999,-999,-999
632,2,0.000171446,-999,-999,86.3239
633,-999,0.000177101,-999,-999,-999
634,-999,0.000174776,-999,-999,-999
635,-999,0.000159977,-999,-999,-999
636,1,0.000176854,4.11912,650.589,91.0916
637,-999,0.000189975,-999,-999,-999
638,-999,0.000174693,-999,-999,-999
639,-999,0.000173981,-999,-999,-999
640,3,0.000155992,-999,-999,-999
641,0,0.000182477,0.537593,32.6633,78.9991
642,2,0.000157793,0.586553,29.315,52.7096
643,1,0.000180506,-999,-999,64.0672
644,-999,0.000158659,-999,-999,-999
645,0,0.000178087,4.63201,377.533,38.083
646,2,0.000156373,-999,-999,203.146
647,-999,0.000176543,-999,-999,-999
648,-999,0.000160015,-999,-999,-999
649,-999,0.000158047,-999,-999,-999
650,1,0.000174796,6.81493,1192.23,47.8481
651,2,0.000161758,-999,-999,83.486
652,-999,0.000161603,-999,-999,-999
653,-999,0.000162629,-999,-999,-999
654,-999,0.000175873,-999,-999,-999
655,-999,0.000190008,-999,-999,-999
656,0,0.000174847,6.44163,1213.12,58.4568
657,-999,0.000156808,-999,-999,-999
658,-999,0.000175325,-999,-999,-999
659,3,0.00016498,3.12544,392.479,93.6642
660,1,0.000172031,-999,-999,34.0926
661,3,0.000149159,-999,-999,42.9193
